grado	Quiz_Name	Class	Key	Question_Number	Primary_Answer	# Correct	% Correct	Discriminant Factor	Response 1	Response 1 %	Response 2	Response 2 %	Response 3	Response 3 %	Response 4	Response 4 %		Grado	Pregunta	Asignatura	Texto de la Pregunta	Opción A	Opción B	Opción C	Opción D
8	EVALUÁNDONOS 8 FINAL 2025	8-01, 8-02, 8-03, 8PJ	Primary Key 	114	C	42	45.16	0.246	C	45.16	A	24.73	B	18.28	D	8.6		3	23	Lenguaje	¿Cómo ayudó el ratón al león más tarde?	Le trajo comida.	Rompió una red con sus dientes.	Le enseñó a cazar.	Le dio un consejo.
8	EVALUÁNDONOS 8 FINAL 2025	8-01, 8-02, 8-03, 8PJ	Primary Key 	115	D	66	70.97	0.521	D	70.97	A	10.75	C	9.68	B	6.45		3	24	Lenguaje	¿Qué lugar visitó Ana para aprender sobre ciencia y tecnología?	El Jardín Botánico	El Museo de Arte 	El Zoológico 	El Parque Explora 
8	EVALUÁNDONOS 8 FINAL 2025	8-01, 8-02, 8-03, 8PJ	Primary Key 	116	C	49	52.69	0.332	C	52.69	D	23.66	A	10.75	B	10.75		3	25	Lenguaje	Las palabras que están resaltadas con negrita (Ana, Carlos, Medellín, …) son:	Sustantivos propios, porque nombran personas y lugares en particular.	Sustantivos comunes, porque nombran personas y lugares en general.	Adjetivos, porque describe a las personas y lugares.	Verbos, porque describe las acciones de las personas y lugares.
8	EVALUÁNDONOS 8 FINAL 2025	8-01, 8-02, 8-03, 8PJ	Primary Key 	117	B	68	73.12	0.46	B	73.12	A	9.68	C	7.53	D	7.53		3	26	Lenguaje	Las palabras que están subrayadas en el texto (pequeña, emocionada, altos, …) son:  	Sustantivos contables, porque se pueden contar.	Adjetivos calificativos, porque describe a las personas y lugares.	Verbos, porque describe las acciones de las personas y lugares.	Sustantivos propios, porque nombran personas y lugares en particular.
8	EVALUÁNDONOS 8 FINAL 2025	8-01, 8-02, 8-03, 8PJ	Primary Key 	118	C	61	65.59	0.498	C	65.59	A	16.13	B	10.75	D	5.38		3	27	Lenguaje	La anterior imagen es:	Una señal de tránsito.	Un volante publicitario.	Una factura de venta.	Un recibo de internet.
8	EVALUÁNDONOS 8 FINAL 2025	8-01, 8-02, 8-03, 8PJ	Primary Key 	119	D	42	45.16	0.276	D	45.16	B	22.58	C	19.35	A	10.75		3	28	Lenguaje	La intención del texto anterior es:	Ofrecer clases de repostería.	Convencer de que comas galletas.	Buscar empleados para una panadería.	Enseñar a cocinar.
8	EVALUÁNDONOS 8 FINAL 2025	8-01, 8-02, 8-03, 8PJ	Primary Key 	120	A	37	39.78	0.39	A	39.78	D	20.43	B	19.35	C	17.2		3	29	Lenguaje	Según el texto ¿Por qué las jirafas no tienen que pelearse con otros animales por comida?	Porque son muy rápidas y pueden escapar fácilmente.	Porque son las únicas que llegan tan alto para comer hojas de los árboles.	Porque son amigables con otros animales.	Porque no les gusta la comida de los demás.
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	1	A	31	37.8	0.214	A	37.8	C	30.49	D	18.29	B	13.41		3	30	Lenguaje	¿Cuántas vértebras tiene el cuello de una jirafa, a pesar de su longitud?	Más que las de una persona.	Menos que las de una persona.	El mismo número que las de una persona.	No tiene vértebras en el cuello.
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	2	B	55	67.07	0.194	B	67.07	A	13.41	C	12.2	D	7.32		4	21	Lenguaje	¿Por qué Mateo estaba emocionado?	Porque iba a jugar con sus amigos en el parque.	Porque tenía un examen en la escuela.	Porque era la final del torneo de fútbol.	Porque iba a ver una película.
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	3	B	53	64.63	-0.04	B	64.63	C	25.61	D	6.1	A	3.66		4	22	Lenguaje	Las oraciones ¡Hoy era el gran partido de la final del torneo de fútbol de su escuela!   Y ¡Den lo mejor de ustedes en la cancha y diviértanse! Son: 	Enunciativas, porque está contando algo que pasó.	Interrogativas, porque están haciendo una pregunta.	Exclamativas, porque están expresando algo con emoción.	Imperativas, porque están dando órdenes.
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	4	C	56	68.29	-0.009	C	68.29	D	20.73	A	8.54	B	2.44		4	23	Lenguaje	La oración ¿Estarían listos para jugar su mejor partido? Es: 	Exclamativas, porque están expresando algo con emoción.	Imperativas, porque está dando una orden.	Enunciativas, porque está contando algo que pasó.	Interrogativas, porque están haciendo una pregunta.
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	5	D	23	28.05	0.453	D	28.05	A	25.61	C	25.61	B	20.73		4	24	Lenguaje	El texto anterior corresponde a:	Un cuento, porque narra una historia que puede ser real o imaginaria.	Una fábula, porque la narración deja una enseñanza o moraleja. 	Una leyenda, porque cuenta sobre las costumbres y tradiciones de los pueblos.	Un mito, porque cuenta sobre el origen o creación de algo o de alguien.
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	6	B	60	73.17	0.33	B	73.17	D	10.98	A	8.54	C	7.32		4	25	Lenguaje	El narrador de la anterior historia es:	Omnisciente, porque es como un dios que sabe todo lo que ocurrió.	El papá, porque cuenta cómo abandonó a sus hijos.	Hansel, porque cuenta la historia que le pasó a él y a su hermana.	La bruja, porque cuenta cómo engañó a los niños.
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	7	C	17	20.73	0.074	A	52.44	C	20.73	B	17.07	D	9.76		4	26	Lenguaje	Cuál de las siguientes opciones resume correctamente lo que ocurrió en el inicio, nudo y desenlace de la historia:	Inicio: Hansel y Gretel viven con siete enanitos que los cuidan en el bosque. Nudo: Una bruja disfrazada de anciana les da una manzana envenenada y Hansel cae dormido. Desenlace: Un príncipe llega, despierta a Hansel y todos celebran en un castillo.	Inicio: Hansel cuenta cómo él y su hermana Gretel son abandonados en el bosque por su madrastra, pero logra regresar la primera vez usando piedras. Nudo: En el segundo abandono, no pueden volver porque los pájaros comen las migas de pan, y terminan atrapados por una bruja que quiere comerse a Hansel. Desenlace: Gretel logra engañar a la bruja y vencerla, luego ambos regresan a casa con riquezas y se reencuentran con su padre.	Inicio: El padre de Hansel y Gretel los lleva al bosque para enseñarles a cazar. Nudo: Se pierden y son rescatados por un lobo que los protege de una bruja. Desenlace: El lobo los guía de regreso a casa y se convierte en su mascota.	Inicio: Hansel decide irse de casa porque quiere explorar el bosque y encontrar tesoros. Nudo: Encuentra una casa de dulces, pero la bruja es amable y les enseña a cocinar postres. Desenlace: Hansel y Gretel se quedan a vivir con la bruja y abren una pastelería juntos.
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	8	B	66	80.49	0.235	B	80.49	A	17.07	C	1.22	D	1.22		4	27	Lenguaje	El texto anterior corresponde a:	Un cuento, porque narra una historia que puede ser real o imaginaria.	Una fábula, porque la narración deja una enseñanza o moraleja. 	Una leyenda, porque cuenta sobre las costumbres y tradiciones de los pueblos.	Un mito, porque cuenta sobre el origen o creación de algo o de alguien.
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	9	C	63	76.83	0.208	C	76.83	B	14.63	D	6.1	AC	1.22		4	28	Lenguaje	Otra posible moraleja de la anterior historia puede ser:	Más vale ser astuto que fuerte.	No humilles a los demás. 	Trabaja fuerte para conseguir las cosas y luego disfrutar.	Cuando engañas alguien, tarde o temprano serás descubierto.
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	10	C	28	34.15	0.392	C	34.15	D	26.83	B	21.95	A	17.07		4	29	Lenguaje	Según el texto, ¿Cuáles son los lugares donde deambula La Patasola?	En la casa de su patrón. 	En las calles de Popayán.	En fincas, bosques, selvas solitarias, sierras, cañadas y caminos.	Solamente en bosques donde hay hombres.
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	11	B	19	23.17	0.027	C	32.93	A	24.39	B	23.17	D	19.51		4	30	Lenguaje	¿Cómo cambia la apariencia de La Patasola según la leyenda?	De una anciana se convierte en una niña.	De una mujer hermosa pasa a ser una figura horrible con ojos de fuego. 	De un espíritu pasa a ser una mariposa.	De un fantasma se convierte en animal salvaje.
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	12	D	37	45.12	0.282	D	45.12	A	24.39	B	20.73	C	9.76		5	41	Lenguaje	¿Quién es el emisor del mensaje?	La paciente, porque escucha la información	El médico, porque transmite la información	El hospital, porque es el lugar donde ocurre la conversación	El estetoscopio, porque es un objeto médico
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	13	C	40	48.78	0.288	C	48.78	B	34.15	D	10.98	A	6.1		5	42	Lenguaje	Observa la interacción entre el médico y la paciente. ¿Cuál es el canal principal que están utilizando para comunicarse?	El canal visual, porque se miran entre sí	El canal escrito, papel, porque le entrega una orden médica	El canal oral, la voz, porque el mensaje se transmite hablando	El canal digital, celular, porque le envía un mensaje
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	14	C	29	35.37	0.089	C	35.37	D	26.83	A	18.29	B	17.07		5	43	Lenguaje	Teniendo en cuenta la situación, ¿por qué es importante que el médico use un lenguaje claro al decir “La cirugía será la próxima semana”?	Porque así el hospital cumple con sus normas internas	Porque permite que la paciente comprenda el mensaje correctamente y tome decisiones	Porque el médico debe hablar mucho en todas las consultas	Porque el mensaje solo importa si se repite varias veces
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	15	C	33	40.24	0.17	C	40.24	A	29.27	B	28.05	D	2.44		5	44	Lenguaje	El texto anterior corresponde a:	Un cuento, porque narra una historia que puede ser real o imaginaria.	Una fábula, porque la narración deja una enseñanza o moraleja. 	Una leyenda, porque cuenta sobre las costumbres y tradiciones de los pueblos.	Un mito, porque cuenta sobre el origen o creación de algo o de alguien.
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	16	C	62	75.61	0.385	C	75.61	B	13.41	D	7.32	A	3.66		5	45	Lenguaje	Otra posible moraleja de la anterior historia puede ser:	Más vale ser astuto que fuerte.	No humilles a los demás. 	Trabaja fuerte para conseguir las cosas y luego disfrutar.	Cuando engañas alguien, tarde o temprano serás descubierto.
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	17	C	26	31.71	0.253	A	51.22	C	31.71	B	12.2	D	4.88		5	46	Lenguaje	¿Cuál de las siguientes imágenes corresponde la descripción que hace el texto de la Madremonte?				
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	18	D	15	18.29	0.114	B	31.71	A	28.05	C	21.95	D	18.29		5	47	Lenguaje	¿Cuál de las siguientes afirmaciones es INCORRECTA?	Las leyendas son relatos transmitidos oralmente de generación en generación.	Las leyendas dejan moraleja al final, por ejemplo, no dañar la naturaleza.  	Las leyendas son relatos tradicionales que mezclan hechos reales con elementos fantásticos o sobrenaturales. 	Las leyendas se caracterizan por situarse en lugares y tiempos específicos, tener un tono misterioso, y buscar explicar fenómenos naturales o costumbres locales con un toque de magia.
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	19	D	32	39.02	-0.122	D	39.02	A	21.95	B	20.73	C	18.29		5	48	Lenguaje	El propósito del texto anterior es:	Narrar cómo se crearon todas las cosas de la Tierra.	Contar cómo vivían los Mayas.	Narrar el origen del colibrí.	Explicar qué son los buenos y los malos deseos.
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	20	B	76	92.68	0.333	B	92.68	A	4.88	D	2.44				5	49	Lenguaje	En la narración se dice que, quienes crearon al colibrí fueron:	Los hombres.	Los dioses.	Las flores.	Los animales.
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	21	B	35	42.68	0.203	B	42.68	A	31.71	D	14.63	C	9.76		5	50	Lenguaje	Según el texto, cuando un colibrí vuela alrededor de tu cabeza, no debes tocarlo, porque:	Está buscando comida en tu cabello.	Está tomando tu deseo para llevarlo a otros.	Está haciendo un nido en tu pelo.	Está examinando tu cerebro.
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	22	C	58	70.73	0.049	C	70.73	A	12.2	B	10.98	D	6.1		5	51	Lenguaje	Una de las siguientes frases NO aparece en el texto:	Sus plumas brillaban bajo el sol como gotas de lluvia y reflejaban todos los colores.	Los dioses se enojaron: “Si alguien lo atrapa, el colibrí morirá”.	Entonces los hombres trataron de atrapar al pájaro precioso para adornarse con sus plumitas.	Como ya no tenían arcilla, tomaron una piedra de zafiro y tallaron una flechita.
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	23	D	52	63.41	0.399	D	63.41	A	13.41	C	12.2	B	9.76		5	52	Lenguaje	¿Qué función cumple el primer párrafo del texto anterior?	Presentar el origen del fuego.	Explicar cómo y dónde nacieron los hombres.	Explicar cómo y cuándo el hombre aprendió a convivir.	Presentar el origen de la naturaleza.
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	24	B	69	84.15	0.346	B	84.15	D	8.54	A	6.1	C	1.22		5	53	Lenguaje	De acuerdo con el texto anterior, ¿en qué momento los indígenas distinguieron todas las frutas comestibles que les brindaba la naturaleza?	Al anochecer, cuando miles de pedazos de costra cayeron sobre la selva.	Al amanecer, cuando admiraron el sol que se despertaba.	Tiempo después de consumir carne asada.	Una semana después de la aparición de los hombres.
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	25	C	57	69.51	0.43	C	69.51	B	14.63	D	10.98	A	4.88		5	54	Lenguaje	¿En qué se parecen los dos textos (El origen del hombre y El hombre de maíz)?	Las dos historias cuentan cómo se creó el primer hombre.	En las dos historias el hombre nace del maíz.	En las dos historias los hombres fueron creados por dioses.	Las dos historias son cuentos de Colombia.
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	26	C	21	25.61	0.019	D	51.22	C	25.61	B	14.63	A	7.32		5	55	Lenguaje	Según el texto, ¿qué existía al inicio del mundo?	Animales y plantas	Solo el cielo y el mar	Personas y montañas	Árboles y ríos
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	27	D	13	15.85	0.087	A	36.59	B	34.15	D	15.85	C	13.41		5	56	Lenguaje	De acuerdo con la lectura, ¿con qué material fue creado el primer hombre?	Madera	Piedra	Barro	Maíz
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	28	A	14	17.07	-0.08	D	45.12	C	30.49	A	17.07	B	7.32		5	57	Lenguaje	Según el texto, ¿qué problema tenían los hombres hechos de madera?	No podían caminar	No podían hablar	No tenían sentimientos	No podían ver
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	29	C	56	68.29	0.582	C	68.29	A	17.07	B	9.76	D	4.88		5	58	Lenguaje	De acuerdo con el texto, ¿qué características tenían los seres creados con maíz?	Eran débiles y silenciosos	No podían pensar	Eran inteligentes y podían amar	No podían moverse
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	30	B	42	51.22	0.29	B	51.22	C	23.17	D	19.51	A	6.1		5	59	Lenguaje	Los textos que pertenecen al género narrativo son:	Poema, noticia, mito y novela.	Cuento, fábula, leyenda, mito y novela.	Cuento, fábula, leyenda, folleto y noticia.	Cuento, poema, mito y leyenda. 
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	31	C	30	36.59	0.123	A	40.24	C	36.59	B	13.41	D	9.76		5	60	Lenguaje	Algunos elementos de los textos narrativos son:	Título, inicio, nudo y desenlace.	Copete, titular, bajada, fotografía.	Personajes, lugar, tiempo, acciones.	Personajes, lugar, verso y estrofas.
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	32	D	53	64.63	0.43	D	64.63	A	15.85	B	12.2	C	7.32									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	33	B	60	73.17	0.473	B	73.17	C	10.98	A	9.76	D	6.1									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	34	C	41	50	0.455	C	50	A	25.61	D	12.2	B	12.2									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	35	A	50	60.98	0.305	A	60.98	B	28.05	C	7.32	D	3.66									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	36	D	27	32.93	0.364	D	32.93	B	28.05	C	26.83	A	12.2									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	37	C	42	51.22	0.271	C	51.22	A	25.61	B	14.63	D	8.54									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	38	A	36	43.9	0.22	A	43.9	B	26.83	D	19.51	C	8.54									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	39	B	51	62.2	0.384	B	62.2	A	26.83	C	7.32	D	2.44									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	40	B	63	76.83	0.435	B	76.83	C	10.98	D	6.1	A	6.1									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	41	C	66	80.49	0.276	C	80.49	B	9.76	A	6.1	D	3.66									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	42	D	53	64.63	0.36	D	64.63	B	17.07	C	12.2	A	6.1									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	43	C	67	81.71	0.359	C	81.71	B	10.98	A	4.88	D	2.44									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	44	B	40	48.78	0.254	B	48.78	D	21.95	C	14.63	A	14.63									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	45	B	52	63.41	0.243	B	63.41	A	13.41	C	12.2	D	10.98									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	46	B	54	65.85	0.482	B	65.85	D	17.07	C	12.2	A	4.88									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	47	B	49	59.76	0.31	B	59.76	A	25.61	C	12.2		1.22									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	48	C	56	68.29	0.47	C	68.29	A	17.07	B	10.98	D	3.66									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	49	C	52	63.41	0.251	C	63.41	D	14.63	A	12.2	B	9.76									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	50	B	41	50	0.217	B	50	D	19.51	A	19.51	C	10.98									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	51	C	59	71.95	0.324	C	71.95	A	9.76	D	9.76	B	8.54									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	52	C	38	46.34	0.065	C	46.34	B	19.51	D	17.07	A	17.07									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	53	C	40	48.78	0.363	C	48.78	D	28.05	B	14.63	A	7.32									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	54	C	48	58.54	0.471	C	58.54	B	21.95	A	12.2	D	6.1									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	55	B	54	65.85	0.385	B	65.85	A	20.73	C	7.32	D	6.1									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	56	A	12	14.63	-0.215	C	40.24	B	31.71	A	14.63	D	13.41									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	57	B	41	50	0.446	B	50	A	23.17	C	15.85	D	10.98									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	58	C	48	58.54	0.24	C	58.54	A	19.51	B	15.85	D	6.1									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	59	C	44	53.66	0.148	C	53.66	B	30.49	A	9.76	D	4.88									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	60	B	21	25.61	-0.09	A	39.02	B	25.61	D	19.51	C	14.63									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	61	C	59	71.95	0.238	C	71.95	A	14.63	B	9.76	D	3.66									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	62	B	30	36.59	0.106	A	41.46	B	36.59	D	19.51	C	2.44									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	63	B	14	17.07	0.286	A	45.12	D	35.37	B	17.07	C	2.44									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	64	C	32	39.02	0.082	C	39.02	B	29.27	A	19.51	D	12.2									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	65	D	48	58.54	0.26	D	58.54	C	23.17	B	9.76	A	7.32									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	66	A	60	73.17	0.354	A	73.17	D	19.51	C	3.66	B	3.66									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	67	C	5	6.1	-0.077	D	45.12	B	29.27	A	19.51	C	6.1									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	68	D	60	73.17	0.293	D	73.17	B	13.41	A	10.98	C	2.44									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	69	A	69	84.15	0.165	A	84.15	D	6.1	B	6.1	C	3.66									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	70	C	53	64.63	0.183	C	64.63	B	19.51	A	10.98	D	3.66									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	71	A	13	15.85	-0.086	D	65.85	A	15.85	C	10.98	B	7.32									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	72	B	36	43.9	0.126	B	43.9	A	24.39	C	17.07	D	14.63									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	73	A	12	14.63	0.147	C	59.76	B	19.51	A	14.63	D	4.88									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	74	C	47	57.32	0.09	C	57.32	A	29.27	B	10.98	D	2.44									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	75	B	76	92.68	0.11	B	92.68	C	4.88	D	1.22	A	1.22									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	76	C	44	53.66	0.327	C	53.66	A	40.24	B	6.1											
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	77	D	30	36.59	0.225	B	52.44	D	36.59	C	4.88	A	4.88									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	78	C	57	69.51	0.418	C	69.51	A	10.98	D	9.76	B	9.76									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	79	A	49	59.76	0.323	A	59.76	B	18.29	C	15.85	D	6.1									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	80	B	54	65.85	0.448	B	65.85	C	15.85	D	12.2	A	6.1									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	81	B	78	95.12	0.313	B	95.12	A	3.66		1.22											
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	82	B	79	96.34	0.033	B	96.34	D	3.66													
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	83	A	76	92.68	0.313	A	92.68	B	4.88	C	2.44											
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	84	B	69	84.15	0.319	B	84.15	A	7.32	C	6.1	D	2.44									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	85	C	71	86.59	0.275	C	86.59	B	6.1	D	3.66	A	2.44									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	86	A	52	63.41	0.225	A	63.41	B	29.27	C	6.1	D	1.22									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	87	B	69	84.15	0.248	B	84.15	D	7.32	A	6.1	C	2.44									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	88	A	75	91.46	0.286	A	91.46	B	6.1	D	1.22	AB	1.22									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	89	B	63	76.83	0.289	B	76.83	A	17.07	C	4.88	D	1.22									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	90	A	59	71.95	0.296	A	71.95	B	20.73	C	7.32											
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	91	C	64	78.05	0.235	C	78.05	B	17.07	D	2.44	A	2.44									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	92	C	70	85.37	0.299	C	85.37	B	7.32	D	4.88	A	1.22									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	93	C	62	75.61	0.178	C	75.61	B	15.85	A	7.32	D	1.22									
9	EVALUÁNDONOS 9 FINAL 2025	9-01, 9-02, 9-03, 9PJ	Primary Key 	94	A	64	78.05	0.382	A	78.05	B	13.41	C	6.1	D	2.44									
